0.17983557	0.22324324	0.17641057	-0.18521756	-0.2101321	0.14260802	0.16923863	0.17628674	-0.18439989	0.14811957	-0.14227644	-0.19808286	0.15381995	0.19442226	0.20677046	0.19875433
0.049665622	0.028364226	0.04099163	-0.044968046	-0.04754762	0.01890566	0.053496297	0.07737746	-0.03281302	0.04277937	-0.053223886	-0.08050847	0.05889888	0.025581675	0.028702363	0.040585924
-0.06443352	-0.09370424	-0.030143628	0.021986691	0.12061466	-0.06740227	-0.10139224	-0.07294945	0.10938546	-0.030533325	0.07266845	0.10201959	-0.043536074	-0.09038648	-0.047777805	-0.05915005
0.053529244	0.050625257	0.119715616	-0.021396067	-0.08514258	0.0691118	0.0803595	0.053055167	-0.10031652	0.07159961	-0.039221458	-0.086310714	0.07566594	0.017436592	0.03786319	0.0838131
0.16582203	0.27862036	0.28865555	-0.24769053	-0.43950754	0.25593397	0.22523987	0.42380375	-0.30817276	0.22530168	-0.23450607	-0.17636731	0.28301054	0.259355	0.37069917	0.3883905
-0.1163263	-0.095604286	-0.080758244	0.1337726	0.014813756	-0.1398684	-0.08156323	-0.0032345122	0.12186728	-0.15449074	0.14949636	0.12057126	-0.121740036	-0.05284066	-0.07532933	-0.034366447
-0.08890468	-0.09990207	-0.056799844	0.10247684	0.123635955	-0.047310922	-0.08245006	-0.14629702	0.0770358	-0.034998696	0.0711657	0.10127221	-0.043835986	-0.07424487	-0.13554369	-0.10677625
0.08533197	0.1493957	0.14231823	-0.12776166	-0.1489267	0.13548724	0.057963308	0.19276372	-0.16496873	0.08198418	-0.07817991	-0.1486047	0.18484049	0.10179048	0.13143197	0.11260528
0.12912098	0.18666013	0.22860955	-0.14550826	-0.31012323	0.21199545	0.13953115	0.25739768	-0.2745809	0.21574935	-0.21576086	-0.13254742	0.25328338	0.14269418	0.2097051	0.28230014
-0.1045549	-0.049928676	-0.13623302	0.040398482	0.15637192	-0.11368999	-0.06409729	-0.118303336	0.08116077	-0.12132804	0.115213625	0.015148275	-0.075270474	-0.113579065	-0.12689856	-0.06343453
-0.002576336	0.008855641	0.03434468	-0.013211202	-0.15171145	-9.134281e-05	0.027022265	0.07536455	-0.044618346	-0.0024066726	0.0029490269	0.043415785	0.015356577	0.054737512	0.10746779	0.04712716
0.123177625	0.16375746	0.15388812	-0.14638014	-0.12130523	0.14112917	0.1859785	0.11162073	-0.09638232	0.17171817	-0.10356556	-0.17078029	0.12533736	0.137469	0.10311565	0.1739759
0.0036268043	-0.029628027	0.026072739	-0.05577192	0.06870232	-0.051243063	-0.036604367	0.015889786	-0.036968824	-0.024682222	0.029212482	-0.03743367	0.003850779	-0.014540069	0.024677139	-0.040476024
-0.14219959	-0.14986213	-0.20072578	0.15704961	0.30756482	-0.18143721	-0.12282343	-0.34231552	0.22819227	-0.20204511	0.17825912	0.088301994	-0.22001828	-0.19267602	-0.22353661	-0.23089224
0.34706712	0.43270335	0.40637803	-0.32289967	-0.37398005	0.38052902	0.39268866	0.37402377	-0.43609297	0.3765532	-0.33497772	-0.40470317	0.32921922	0.40488368	0.41524744	0.3866328
-0.06596166	-0.02792919	-0.1056054	0.025487147	0.08695488	-0.124387674	-0.11272298	-0.076358035	0.09977496	-0.07992081	0.092288606	0.010938492	-0.084847055	-0.09711975	-0.11641487	-0.056817204
-0.013213646	-0.08933049	-0.10498303	0.06554816	0.10116161	-0.06734046	-0.06122684	-0.07647571	0.035339214	-0.023602372	0.03504615	0.0022134385	-0.03901293	-0.035208344	-0.05231928	-0.04344009
-0.1485848	-0.16613902	-0.23999469	0.10651045	0.3158562	-0.18949334	-0.17665991	-0.31544504	0.24502596	-0.17216517	0.15271649	0.17349033	-0.19004782	-0.20017706	-0.29637066	-0.25941193
-0.038803786	-0.10918944	-0.021100394	0.09514562	0.0379731	-0.07026845	-0.003188986	-0.10424154	0.09331442	-0.08771896	0.018868634	0.06464199	-0.055787385	-0.064500146	-0.0953271	-0.085605256
-0.012969775	0.13209482	0.14712566	-0.0005814054	-0.2202557	0.12245201	0.07861124	0.23927166	-0.11332193	0.038200717	-0.030751498	0.023976253	0.11869692	0.10513019	0.14830068	0.14962545
-0.11165987	-0.20323236	-0.23236908	0.10261025	0.31630933	-0.25778788	-0.18508866	-0.35544533	0.2710337	-0.16915195	0.21086301	0.15772144	-0.25995448	-0.16069753	-0.34076586	-0.2662453
0.096517205	0.083502434	0.15006772	-0.041102488	-0.124134876	0.065514125	0.02368748	0.16285942	-0.15922815	0.059983276	-0.069040716	-0.039219555	0.078567594	0.0652515	0.10618246	0.10392784
-0.18529077	-0.16384019	-0.1118862	0.13984762	0.18174785	-0.18206349	-0.15410128	-0.11119176	0.14928016	-0.11337614	0.15538177	0.14104219	-0.13099714	-0.1519298	-0.082422815	-0.13370669
0.19101255	0.18281204	0.13885368	-0.21282224	-0.13692799	0.17216007	0.14940053	0.19774589	-0.19060975	0.10761399	-0.13935678	-0.19767818	0.17350495	0.20095482	0.19912115	0.18630962
-0.18492682	-0.088161	-0.14036347	0.16014335	0.16022128	-0.09919704	-0.14110683	-0.09481646	0.14717928	-0.124344334	0.10355453	0.11164971	-0.094622396	-0.14064477	-0.14246167	-0.1665898
-0.17734216	-0.1350283	-0.16580771	0.104206376	0.24201654	-0.17145742	-0.12425846	-0.18676777	0.13829666	-0.15532693	0.19050696	0.10758421	-0.22280276	-0.12863532	-0.13902429	-0.19742166
